customer_id,first_name,last_name,email,phone,birth_date,gender,city,state,region_id,registration_date,customer_segment
419,Brayan,Duarte,ugoncalves@example.net,+55 77 7283-1387,2006-05-01,M,Borges,RO,1,2025-08-15,Platinum
420,Benjamim,Costela,irezende@example.org,24 2835-4457,1975-12-07,M,Cardoso,AP,3,2024-01-20,Bronze
421,Aylla,Casa Grande,hadassa46@example.org,+55 16 1138-1458,1962-08-15,M,da Rocha Paulista,MG,1,2025-08-10,Prata
422,Ana Clara,Costela,saraujo@example.org,51 5421-4919,1997-12-20,F,da Luz,ES,4,2025-07-14,Prata
423,Danilo,Rodrigues,tcassiano@example.com,+55 11 6642-0091,1994-12-06,F,Sampaio,MT,3,2025-01-09,Ouro
424,Luan,Duarte,heitorrodrigues@example.org,0500 366 8545,2004-01-20,F,Ferreira das Flores,PI,4,2023-08-18,Ouro
425,Maya,Oliveira,bianca56@example.com,46 7774-4678,1976-05-08,M,da Mata,RS,3,2026-06-19,Bronze
426,Giovanna,Moura,fonsecaana-laura@example.com,+55 82 5008-0031,1955-11-26,F,da Cruz,AP,1,2026-06-01,Platinum
427,Caio,Montenegro,sophiacassiano@example.net,17 0920-9116,1993-08-21,F,Gomes de da Mota,RN,3,2023-12-26,Prata
428,Guilherme,da Mota,manuela34@example.org,37 8385-7306,1999-12-02,F,Pereira,PB,1,2024-09-12,Prata
429,Luiz Felipe,Melo,vitor16@example.org,84 9854-3023,2001-05-25,F,Rezende,GO,3,2026-03-31,Platinum
430,Rael,Sousa,joaquim90@example.org,73 4189-0518,1990-09-24,M,Araújo do Oeste,MT,5,2025-10-15,Bronze
431,Lucca,Fogaça,anna-lizabreu@example.com,44 1456-3516,1970-07-16,F,da Mata Grande,RJ,5,2024-08-30,Platinum
432,Ravy,Pacheco,martinsdanilo@example.org,37 0318-9823,1965-02-06,F,da Costa de Aparecida,AC,2,2025-06-13,Bronze
433,Luiz Otávio,Teixeira,amandacarvalho@example.net,66 2570-5898,1973-09-24,F,Ferreira de Goiás,DF,5,2024-12-08,Ouro
434,Allana,Melo,isabellyduarte@example.net,+55 89 0573-1374,1990-05-31,M,da Mota das Flores,GO,3,2026-04-26,Ouro
435,Luísa,Rodrigues,davi-luiznunes@example.net,+55 45 9733-3406,1969-01-23,M,Campos do Norte,RS,2,2025-08-21,Ouro
436,Laís,Lima,clarice90@example.com,+55 83 6614-8424,1978-01-08,F,da Mota,PR,2,2024-06-22,Prata
437,Gael Henrique,Camargo,novaisotto@example.net,63 1002-4472,2008-01-05,M,Caldeira,MA,2,2024-01-14,Bronze
438,Léo,Silveira,vinicius28@example.org,32 2285-9211,1964-07-23,F,Nogueira Grande,SE,1,2024-07-03,Bronze
439,Joaquim,Albuquerque,maria-ceciliagoncalves@example.net,61 0786-3237,1962-05-04,F,Mendonça,AM,5,2023-12-23,Prata
440,Caleb,Novais,vinicius23@example.net,+55 32 1850-9944,1989-09-15,F,da Conceição de Costa,AP,2,2024-03-05,Prata
441,Lívia,Lima,esantos@example.net,51 7057-0395,1979-02-12,M,Garcia,MG,5,2024-11-28,Prata
442,Emilly,da Conceição,azevedolevi@example.com,27 1525-1704,1993-02-09,F,Costela,DF,1,2024-12-31,Platinum
443,Felipe,Rodrigues,isabelamonteiro@example.com,+55 48 7152-7460,1983-03-20,F,Teixeira do Amparo,AM,2,2025-09-20,Platinum
444,Gabriela,Mendonça,araujoluiz-gustavo@example.org,32 4249-5364,1960-06-25,F,Lima do Amparo,SC,4,2024-03-17,Prata
445,Davi Lucca,Fernandes,novaesdiogo@example.com,+55 35 6203-3495,1991-10-26,M,Brito de Lopes,PI,3,2025-04-30,Platinum
446,Davi Lucas,Rezende,moreiraenzo-gabriel@example.org,68 1800-0186,2007-12-04,M,Lopes,CE,3,2025-04-25,Platinum
447,Bianca,Oliveira,cassianomariane@example.com,44 5358-5099,1981-11-03,F,Abreu dos Dourados,SP,3,2025-10-14,Platinum
448,Luiza,Andrade,maysaleao@example.org,66 9958-2332,1971-04-14,F,Campos do Oeste,RR,2,2024-09-26,Prata
449,Nicole,Gonçalves,otaviocamargo@example.com,43 7649-6000,1998-05-07,M,Novaes de Brito,SC,3,2025-04-06,Bronze
450,Joana,Caldeira,caio33@example.net,61 6224-0216,1966-12-08,F,Guerra dos Dourados,RN,3,2026-05-11,Bronze
451,Anthony,Araújo,joana51@example.org,+55 83 4168-2788,1975-11-23,M,Albuquerque Paulista,SP,3,2026-04-09,Bronze
452,Mateus,Aragão,ggomes@example.org,+55 71 3442-6428,2001-08-07,M,Vargas Verde,AL,3,2023-10-24,Platinum
453,Luiz Felipe,Pinto,qcampos@example.net,+55 27 2801-7125,1999-11-01,M,Nascimento,SE,4,2026-06-19,Bronze
454,Maria Alice,Duarte,fonsecaluisa@example.com,91 7034-8050,1967-07-29,M,Pires,SE,4,2025-11-10,Ouro
455,Cauã,Fernandes,duartehenrique@example.com,11 2901-6642,1979-08-18,M,Teixeira da Serra,MG,4,2025-02-08,Bronze
456,Enrico,Aparecida,sousaraul@example.com,61 0315-5407,1993-07-18,F,Andrade,MG,5,2024-06-07,Ouro
457,Ana Luiza,Rezende,inovais@example.org,+55 41 4729-5125,1986-07-27,M,Nunes,AL,4,2024-08-12,Bronze
458,Isabela,Cavalcanti,vargasrodrigo@example.net,+55 86 5989-2669,1965-03-13,F,Dias,SE,2,2025-03-07,Bronze
459,Maitê,Vargas,elisacamargo@example.org,+55 89 3062-2169,1994-04-28,F,Moura,PR,1,2025-08-22,Ouro
460,Pietra,Pires,vicente83@example.org,49 4115-0056,1998-02-02,M,Peixoto de Goiás,PR,2,2026-05-24,Bronze
461,Ana Clara,Vasconcelos,valentim43@example.org,+55 63 1345-2958,1967-05-02,F,Lopes do Campo,AL,4,2026-01-03,Prata
462,Heloisa,Freitas,sousaluiz-otavio@example.org,31 1775-0038,2007-06-14,F,Aragão,PB,4,2026-01-25,Bronze
463,Caroline,da Cunha,yazevedo@example.net,+55 49 1261-2445,1993-05-27,M,Ferreira,PI,1,2023-10-26,Ouro
464,Isabelly,Campos,oabreu@example.com,49 9316-3042,1992-03-05,M,Nascimento,RN,2,2024-10-15,Platinum
465,Davi Miguel,Pacheco,benjamimbarros@example.com,+55 16 0431-9237,1966-06-16,M,Oliveira da Mata,AL,3,2024-12-21,Prata
466,Thomas,Cirino,ecassiano@example.org,+55 71 0988-7912,1961-02-03,F,Sales da Praia,PB,1,2025-05-08,Bronze
467,Brayan,Mendonça,carvalhomaria-luiza@example.com,67 9780-3242,1999-10-11,M,Borges de Azevedo,BA,4,2026-05-08,Platinum
468,Isabella,Aparecida,barbara67@example.org,16 5947-2076,2007-01-01,M,Farias Grande,SE,1,2026-06-14,Platinum
469,Clarice,da Luz,mda-costa@example.org,46 1761-2854,1996-03-31,M,Sampaio Alegre,DF,5,2025-06-13,Prata
470,Vinícius,Leão,alice79@example.org,93 5893-5290,1974-09-13,M,Aragão,MA,3,2026-02-21,Platinum
471,Léo,Moura,sasofia@example.net,0800 683 4471,1958-06-19,M,Nogueira das Flores,PA,5,2024-04-27,Ouro
472,João Gabriel,Pacheco,iduarte@example.com,16 8621-8303,2001-12-10,M,da Rocha,RO,5,2024-10-01,Platinum
473,Arthur Gabriel,Lopes,juan52@example.com,93 1495-2400,1957-12-26,M,Moura de Montenegro,RJ,1,2023-08-16,Ouro
474,Bento,da Rocha,ycamargo@example.net,45 5417-2123,1966-06-26,M,Azevedo de Machado,RR,5,2025-02-27,Bronze
475,Maria Vitória,Ferreira,yanandrade@example.org,+55 33 4460-7629,1972-03-04,F,Leão,AC,4,2024-01-06,Bronze
476,Eduardo,Borges,vitoria62@example.net,+55 94 3016-4238,2001-04-28,F,Nogueira de da Rosa,BA,3,2025-02-19,Ouro
477,Aylla,Nunes,zrodrigues@example.com,+55 89 1037-0290,1972-02-14,M,Borges do Sul,PE,3,2024-05-21,Bronze
478,Hellena,Araújo,snunes@example.org,41 6409-1295,1981-08-24,F,Cardoso,SC,2,2026-05-30,Bronze
479,Anthony,Camargo,da-cruzsophie@example.com,51 7885-6246,1993-10-26,F,Cardoso,TO,2,2026-01-22,Bronze
480,Raul,Souza,barrosisabel@example.org,+55 11 6519-8713,1998-07-20,F,Silva de Moura,PE,5,2026-07-06,Ouro
481,Vitor Gabriel,Cardoso,castroana-carolina@example.com,+55 15 2445-4339,1989-01-14,M,Nogueira do Campo,AM,4,2025-10-19,Platinum
482,Kamilly,Pereira,leoda-rocha@example.org,98 8996-1761,1982-02-12,M,da Mota do Campo,PA,2,2026-02-26,Bronze
483,Gustavo,Carvalho,eda-paz@example.org,11 4351-9490,1987-07-04,F,Montenegro,AC,1,2025-10-30,Ouro
484,Gabrielly,Gonçalves,kmendes@example.org,88 4501-7719,1997-12-21,M,Pires do Campo,RN,1,2025-04-23,Prata
485,Pedro Henrique,Lopes,nataliacassiano@example.com,+55 61 9677-7373,1998-10-01,M,Camargo,RJ,3,2025-12-29,Ouro
486,Ana Julia,da Cunha,theodoro85@example.net,+55 17 7479-5843,1996-03-14,F,Câmara da Serra,RR,5,2024-01-23,Platinum
487,Aurora,Martins,zsouza@example.org,96 3762-7422,1988-07-28,F,Silveira,MA,1,2025-03-27,Prata
488,Elisa,Mendes,jesusnicole@example.org,28 7632-2343,1973-10-16,F,Sá,SP,3,2025-03-06,Bronze
489,Ayla,Moura,felipe83@example.com,11 8531-9892,1977-01-18,F,Casa Grande Grande,MT,3,2025-03-03,Bronze
490,Cecilia,Peixoto,fariasbrenda@example.org,+55 71 2564-6944,1984-11-01,F,da Paz,SE,4,2025-03-16,Platinum
491,Mariane,Rodrigues,raraujo@example.com,+55 18 7076-1520,1974-06-02,F,Sousa do Sul,SP,4,2025-07-12,Ouro
492,Luiza,Rocha,thiagocavalcanti@example.net,+55 32 1415-1695,1962-03-27,M,Andrade do Campo,RJ,4,2025-09-17,Platinum
493,Milena,da Mota,uferreira@example.com,19 1231-2489,1971-06-10,F,da Luz Verde,ES,5,2025-06-27,Ouro
494,Cecília,Teixeira,britopietro@example.com,69 5362-6538,1987-08-12,M,Porto,PI,4,2025-01-02,Bronze
495,Marcela,Azevedo,costelabrayan@example.org,87 2126-7029,1989-01-31,F,da Rosa do Amparo,RS,5,2024-01-26,Prata
496,Benicio,Martins,da-conceicaoarthur-miguel@example.net,+55 68 9160-3542,2008-01-18,F,Fogaça de Novaes,PI,3,2026-02-13,Bronze
497,Mariane,Aragão,kcamargo@example.net,+55 91 2097-6510,1991-06-05,M,Garcia,PE,3,2024-06-07,Ouro
498,Isaque,Sales,vieiradiego@example.net,34 7497-7519,1963-03-01,F,Martins,RO,4,2025-02-03,Platinum
499,Cecilia,Rios,bentoaparecida@example.com,24 1137-6104,1997-08-10,M,Pires,AM,4,2026-06-29,Ouro
500,Isaac,Andrade,borgesgabriel@example.org,+55 93 0920-4870,1990-07-16,F,Albuquerque,RS,1,2024-07-02,Ouro
501,Brayan,Peixoto,da-mataravi-lucca@example.com,+55 44 9707-5111,1961-10-10,F,Moura,RS,3,2026-04-21,Bronze
502,Vicente,Novaes,goncalvesalicia@example.com,+55 33 5024-2130,1972-02-19,M,Duarte das Pedras,RO,4,2026-08-01,Ouro
503,Henry,da Rosa,peixotorael@example.com,83 2566-4890,1993-12-10,M,Ferreira,AL,1,2026-07-18,Prata
504,Maria,Albuquerque,lorenzocassiano@example.com,15 4180-4218,1992-11-11,F,Montenegro dos Dourados,AM,1,2024-01-31,Prata
505,Maria Helena,da Rosa,pferreira@example.org,22 6760-1637,1978-05-08,M,Cavalcanti do Galho,RO,2,2024-04-30,Ouro
506,Dante,das Neves,gmacedo@example.net,95 6778-7235,2007-02-14,F,da Rocha,MA,4,2025-12-17,Bronze
507,Maria Eduarda,Rios,melomiguel@example.com,89 4706-2170,1979-04-28,M,Casa Grande,SE,4,2024-11-03,Ouro
508,Clara,Brito,mda-rocha@example.org,+55 34 0730-6585,1994-11-21,F,Rios,AP,4,2025-02-22,Bronze
509,Marcos Vinicius,Lopes,yfonseca@example.org,45 2687-5965,2002-07-03,M,Macedo da Mata,PR,5,2025-04-29,Ouro
510,Mirella,Gomes,kfogaca@example.org,+55 68 8870-7470,1978-05-08,F,Ferreira Paulista,PE,3,2026-05-25,Ouro
511,Olívia,Machado,msousa@example.org,+55 32 9740-2004,1974-09-14,M,da Costa de Goiás,PB,1,2025-10-03,Bronze
512,Hadassa,Sampaio,nicolasoliveira@example.org,45 1418-9495,1985-03-19,M,Almeida,PB,4,2023-09-06,Platinum
513,Maria Fernanda,Abreu,walbuquerque@example.com,+55 41 1497-8330,1988-06-29,M,da Conceição,RO,3,2024-06-06,Ouro
514,Mateus,Ribeiro,rda-cruz@example.net,+55 92 3537-2264,1996-01-22,F,Santos do Amparo,AP,2,2025-12-16,Ouro
515,Maria,Leão,giovannapinto@example.com,55 4761-7063,2005-11-25,F,Freitas,CE,2,2026-03-07,Bronze
516,Diego,da Cruz,juliaborges@example.org,96 2532-2669,1955-11-23,M,Leão Grande,RN,1,2024-04-21,Platinum
517,Cauê,Carvalho,aalbuquerque@example.org,74 4203-0027,1989-12-19,M,Santos,RN,4,2024-05-06,Bronze
518,Benjamin,Barros,erickpinto@example.net,+55 33 5143-0737,1971-12-02,F,Sá de Gomes,MG,3,2024-11-03,Bronze
519,Yuri,Casa Grande,brayan58@example.org,+55 83 5202-9108,1973-10-11,F,Farias,RJ,3,2025-05-01,Prata
520,Arthur Gabriel,Teixeira,uda-cruz@example.com,12 5533-0674,1958-08-27,M,Borges,RN,3,2025-09-26,Prata
521,Julia,Gomes,cavalcantimaria-isis@example.org,45 7234-8987,1995-07-03,M,Barbosa,BA,2,2025-10-10,Prata
522,Benicio,Silva,ana-liviaduarte@example.org,64 3595-7060,1974-10-18,M,da Costa,RO,4,2025-05-11,Bronze
523,Thales,Lopes,maria-juliapastor@example.com,18 3459-0716,1989-09-18,F,Guerra Verde,PE,5,2026-02-11,Ouro
524,Maria Alice,Farias,alvescalebe@example.com,+55 17 5992-1024,1981-01-30,F,Marques,RS,5,2026-01-26,Prata
525,Pedro Lucas,Pires,eda-conceicao@example.net,27 8458-3096,1978-12-21,M,Rios,AM,1,2024-10-17,Ouro
526,Otto,Peixoto,aliciarodrigues@example.net,32 3630-6667,1972-09-04,F,Martins,AL,4,2025-09-29,Platinum
527,Luiz Fernando,da Cruz,stellagomes@example.com,42 2560-2545,1971-09-25,F,Porto de Ramos,SC,5,2024-01-01,Bronze
528,Matheus,Costela,elisasilva@example.com,33 3879-5298,2002-05-26,M,Moura de Pereira,SP,3,2024-02-27,Bronze
529,Léo,da Rocha,dteixeira@example.com,+55 15 5443-4326,1962-07-16,F,Leão das Pedras,MA,4,2026-05-05,Ouro
530,Benjamim,Fonseca,alexia79@example.org,+55 28 9996-6460,1997-09-14,M,Mendonça,AC,5,2024-02-13,Prata
531,Yan,Cavalcante,emillyalves@example.org,35 7457-4334,1963-10-12,M,Fogaça dos Dourados,SP,4,2024-10-01,Bronze
532,Alexandre,Cavalcante,mendoncaluiz-miguel@example.net,97 0464-1773,1961-02-10,M,Moura,RS,5,2026-07-17,Prata
533,Matheus,Moraes,trezende@example.net,95 1458-4368,1985-03-08,F,da Rosa,ES,2,2024-08-28,Prata
534,Theo,Silva,benicio25@example.net,+55 34 0831-9614,1955-10-20,F,Barros,RO,2,2025-10-04,Ouro
535,Yago,Santos,monteiromaria-julia@example.org,55 1849-3285,2007-01-10,F,Gonçalves,AL,1,2025-01-09,Ouro
536,Maria Júlia,Ferreira,aurora89@example.net,+55 47 4212-1188,1995-03-29,M,Fogaça,DF,5,2025-03-04,Ouro
537,Pedro,Ribeiro,maria-ceciliavargas@example.net,+55 62 0500-8509,2003-11-23,M,Rocha,PE,3,2024-11-11,Bronze
538,Luan,Casa Grande,barbosadaniela@example.net,+55 73 1385-3418,1962-02-12,M,Fogaça,TO,5,2024-01-22,Prata
539,Emanuelly,Sampaio,marinamoraes@example.net,+55 43 7738-0317,1971-01-27,M,Cardoso Alegre,MG,5,2023-11-11,Ouro
540,Yan,Sales,da-motaarthur@example.com,+55 35 1760-2706,1990-06-23,M,Barbosa,TO,1,2024-11-03,Bronze
541,Emanuelly,Nunes,andradevitor@example.org,+55 44 4770-2012,1971-08-16,M,Cavalcanti,SC,5,2025-10-20,Ouro
542,Erick,Peixoto,ecarvalho@example.net,22 2342-6900,1987-12-20,M,Fernandes da Prata,PA,5,2025-01-11,Platinum
543,Benício,Pastor,henry23@example.org,+55 62 7966-1793,1973-04-07,M,Guerra,MT,4,2023-12-04,Ouro
544,Ryan,Duarte,fariasmaria-isis@example.net,33 4516-3546,1982-09-09,F,Teixeira de Machado,RN,4,2023-11-04,Prata
545,Olívia,Souza,gmoura@example.net,47 6913-0415,1981-11-14,F,Correia de Marques,TO,3,2024-07-04,Platinum
546,Fernanda,Nascimento,tmonteiro@example.com,88 6348-4245,2006-08-05,M,Duarte,SC,1,2026-05-08,Prata
547,Caroline,Casa Grande,pietro19@example.org,11 2349-6362,1987-10-11,F,Viana de Minas,SC,4,2026-06-19,Platinum
548,Maria Liz,Souza,bsousa@example.com,+55 54 3281-7095,1962-10-11,F,Carvalho,AP,2,2024-02-06,Ouro
549,Lucca,Macedo,ana-luizada-rosa@example.org,+55 42 8626-1591,1990-12-20,M,Sá de Siqueira,AM,3,2025-08-11,Ouro
550,Felipe,Azevedo,emanuelly11@example.org,+55 38 0168-9222,2005-01-02,F,Cavalcante da Praia,PB,4,2024-07-23,Prata
551,Bianca,Duarte,riosantonio@example.org,+55 15 6163-5316,1958-08-07,F,Campos,AP,5,2025-12-26,Bronze
552,Ana Carolina,da Conceição,maite30@example.net,99 2131-4078,1973-07-20,F,Almeida do Norte,GO,2,2023-10-22,Platinum
553,Brayan,Teixeira,luiz-otavio30@example.net,65 2917-2069,1956-03-25,M,Pinto,AP,3,2024-11-25,Platinum
554,Nathan,da Cruz,daviferreira@example.net,11 5074-9041,1994-11-01,M,Cassiano da Prata,PI,2,2025-02-25,Bronze
555,Fernanda,Vieira,cavalcantiemanuella@example.net,42 6233-9970,1977-03-16,M,da Luz,SC,3,2024-03-18,Platinum
556,Arthur Gabriel,da Mata,maria-fernandabarros@example.org,71 1969-5818,1968-05-26,F,Santos de da Rocha,RO,2,2026-03-23,Prata
557,Helena,Rodrigues,aparecidamariane@example.com,15 3383-9817,1980-06-01,F,Mendes,PI,5,2025-05-31,Ouro
558,Maria Liz,Rodrigues,santosgiovanna@example.net,+55 51 0787-3259,1997-06-01,M,Cirino,SC,2,2023-08-20,Platinum
559,João Pedro,Aragão,melomarcela@example.org,49 0803-7644,1994-01-09,F,Rocha,PR,4,2023-12-20,Ouro
560,Isabela,Barros,nascimentoeloah@example.net,+55 32 5643-4802,1982-05-06,F,Rezende do Sul,AP,1,2025-03-01,Bronze
561,Eloá,da Luz,fariasmariana@example.net,+55 27 0137-2972,2001-08-09,F,Nascimento da Mata,RJ,5,2024-08-07,Platinum
562,Pedro,Cassiano,antonellacastro@example.org,+55 41 3255-5391,1956-08-24,M,Vasconcelos Alegre,RN,2,2026-05-16,Ouro
563,Diogo,Martins,isis47@example.net,84 4337-5264,1976-09-21,M,Fogaça,DF,1,2024-03-16,Ouro
564,Leandro,Garcia,ana-beatriz28@example.net,11 1036-4078,1970-05-06,F,da Cunha,AP,5,2025-12-02,Platinum
565,Vitor Hugo,Nascimento,zda-cunha@example.org,54 0718-4015,1981-04-19,F,Azevedo de Minas,PI,5,2024-07-03,Bronze
566,João Felipe,Melo,carlos-eduardocunha@example.com,+55 73 6807-4011,1988-05-03,M,da Mata,AP,4,2024-03-03,Prata
567,Lara,Novaes,nicolas44@example.net,+55 54 0127-3096,1994-05-02,F,Costela,SE,3,2023-12-22,Platinum
568,Luana,Pimenta,nmendonca@example.org,35 5280-5633,1972-04-15,F,Sampaio,RO,1,2025-07-19,Platinum
569,Ágatha,Moreira,luiz-miguelvargas@example.com,93 8335-9886,1974-08-21,M,Rodrigues,MA,5,2025-08-03,Prata
570,Dom,Castro,kamilly05@example.net,95 9608-8145,1979-12-08,F,Dias,MS,5,2025-01-14,Ouro
571,Catarina,Gomes,vinicius27@example.org,63 9671-7199,1965-07-25,M,Caldeira,AM,4,2025-11-15,Platinum
572,Jade,Pastor,sophiacardoso@example.org,35 6390-5104,1982-10-19,F,Barbosa,MT,5,2024-01-22,Bronze
573,Thales,Teixeira,eloah36@example.org,64 0862-1719,1962-09-28,M,Novais,ES,1,2024-02-28,Platinum
574,Milena,Fogaça,lborges@example.org,+55 63 6994-2125,1995-05-13,F,Câmara da Mata,MG,3,2025-04-04,Ouro
575,Lorena,Silveira,daraujo@example.com,63 2556-1338,1970-04-18,M,Ramos,PR,2,2026-05-12,Platinum
576,José,das Neves,csales@example.net,+55 37 2061-1363,2002-12-23,M,Dias,TO,1,2024-05-02,Bronze
577,Lívia,Cunha,ian11@example.org,+55 66 8323-2681,1958-07-02,M,Novais de Minas,AC,3,2024-08-09,Platinum
578,Yasmin,Cardoso,laismartins@example.com,42 9812-8915,1967-05-06,F,Guerra do Sul,AP,2,2025-08-03,Prata
579,Bárbara,Costela,nicole74@example.org,0300 363 0786,1988-05-13,F,Porto de Cassiano,BA,5,2026-05-20,Ouro
580,Yasmin,Leão,manuelamachado@example.org,75 0664-8447,1996-04-03,M,Oliveira de Minas,PB,4,2023-12-24,Ouro
581,Fernando,Rezende,heloisa95@example.net,+55 22 3471-7388,1961-06-12,F,Rios da Serra,RS,5,2025-04-07,Platinum
582,Ana Vitória,Fogaça,ucamargo@example.org,67 4834-9676,1981-05-05,F,Moura da Mata,AP,4,2026-05-10,Bronze
583,Helena,Silveira,vdias@example.com,92 9497-1844,1955-12-30,F,Rios de Rodrigues,PB,3,2024-08-02,Bronze
584,Ísis,Farias,davi-miguel58@example.net,+55 45 8528-5233,1987-06-22,F,Pastor,AC,5,2024-04-08,Ouro
585,João Lucas,Farias,jose-pedro68@example.net,88 8764-0453,1989-01-12,M,Brito,MS,5,2024-04-08,Platinum
586,Diego,da Paz,lunasouza@example.net,+55 81 6199-4820,2002-10-09,F,Almeida do Sul,MA,5,2026-01-28,Prata
587,Rhavi,Nunes,tmoreira@example.com,45 1961-6674,1977-12-07,M,Aparecida,BA,5,2025-10-08,Platinum
588,Maysa,Nascimento,alexandrecostela@example.com,51 8010-9351,2008-03-15,M,da Costa,PI,5,2026-01-18,Platinum
589,Rafaela,Pires,oliviaguerra@example.net,79 4473-5722,1978-02-03,M,Sampaio do Campo,RS,2,2024-10-23,Bronze
590,Fernanda,Moreira,vianathiago@example.com,+55 61 9833-4642,1973-09-12,M,Monteiro,RN,2,2026-06-19,Bronze
591,Milena,Mendes,da-luzdavi@example.com,+55 16 6899-7185,1965-02-13,F,Montenegro,SP,3,2025-02-27,Platinum
592,Luara,Rocha,claraabreu@example.org,+55 32 7775-4836,1964-12-24,M,Cavalcante,RJ,4,2024-03-21,Prata
593,Joaquim,Monteiro,amartins@example.com,+55 44 2010-8154,1972-11-16,F,da Paz,RN,5,2024-09-27,Platinum
594,Aurora,Carvalho,renanrios@example.net,+55 63 9860-2441,2007-01-30,M,Porto do Campo,MS,2,2024-07-08,Prata
595,Matheus,Ribeiro,ana-lizfreitas@example.net,+55 62 3465-0706,1959-02-25,F,Garcia do Amparo,RJ,4,2023-12-19,Platinum
596,Henrique,Guerra,cavalcanteeduardo@example.com,65 4273-3871,1989-01-25,F,Mendes,ES,2,2024-06-23,Platinum
597,Bernardo,Cardoso,fernandomontenegro@example.net,69 4292-0579,1974-03-12,F,Machado de Goiás,RJ,5,2024-03-05,Ouro
598,Ana Liz,Camargo,zpires@example.net,+55 46 7566-0001,2000-09-06,F,Gomes da Prata,DF,5,2023-10-23,Platinum
599,Miguel,Nunes,cunhaaylla@example.net,14 1805-2503,1971-07-13,M,Duarte de Fonseca,RN,2,2025-03-02,Ouro
600,Lara,Gonçalves,marianevieira@example.net,+55 62 1219-9764,2002-05-10,F,Rezende do Amparo,ES,2,2024-04-13,Ouro
601,Juan,Albuquerque,uda-mata@example.org,+55 93 9304-7392,2005-03-17,F,Rodrigues do Amparo,RR,2,2024-04-13,Platinum
602,Bruna,Ribeiro,eduardopereira@example.com,+55 77 7089-5135,1966-02-15,F,da Mota,MS,4,2024-08-12,Ouro
603,Ana Júlia,Costa,hmartins@example.net,+55 24 7493-8839,1993-04-21,F,Macedo das Pedras,MA,3,2024-06-10,Bronze
604,Anthony,Cunha,josuenovais@example.com,+55 33 2875-7945,1992-06-23,F,Aparecida,AM,4,2025-02-01,Ouro
605,Enzo Gabriel,Vargas,jesusjose-miguel@example.net,+55 74 3570-9492,1984-09-08,M,Aragão,MA,3,2024-12-25,Bronze
606,Cecilia,da Cruz,ryan36@example.net,+55 83 4615-8057,1971-08-01,F,Câmara,RJ,1,2024-08-03,Ouro
607,João Lucas,Fonseca,cavalcantienzo@example.net,75 6772-5811,1978-12-11,F,Peixoto,PB,3,2025-04-19,Platinum
608,Zoe,Albuquerque,cassianoluiz-felipe@example.net,0800 820 8187,1964-07-31,M,Aragão da Mata,MS,2,2024-03-17,Ouro
609,Mariane,das Neves,esa@example.net,+55 84 3481-0727,1991-06-21,F,Oliveira das Flores,MA,2,2025-01-02,Bronze
610,Ana Vitória,da Rosa,zcaldeira@example.org,73 2784-7558,1985-06-18,M,Melo do Sul,SC,2,2024-10-01,Bronze
611,João Pedro,Sampaio,mayarocha@example.com,31 9865-6410,1961-10-17,M,Sales da Mata,PE,2,2024-10-08,Bronze
612,José,Garcia,beatrizvasconcelos@example.net,+55 93 1388-7106,1961-06-04,M,Pacheco,MS,4,2025-02-17,Ouro
613,Thales,Abreu,liam80@example.net,64 0846-2989,2008-06-28,F,da Mota,MS,1,2025-12-05,Prata
614,Ana Vitória,Barros,maria-isis36@example.org,12 9763-1512,1996-05-06,M,Gonçalves,DF,5,2025-05-23,Prata
615,Fernando,Casa Grande,antoniobrito@example.org,+55 65 3430-5630,1997-01-17,F,Souza das Pedras,SC,4,2025-02-27,Platinum
616,Marcos Vinicius,Borges,erick12@example.com,+55 41 6433-4426,1973-11-22,M,Pimenta Paulista,MS,3,2025-06-29,Ouro
617,Luiz Henrique,Oliveira,jose-pedrocamara@example.com,34 7843-8851,1974-02-19,F,Moraes,RO,1,2025-09-23,Bronze
618,Ana Beatriz,Barbosa,mmarques@example.org,+55 54 1030-8452,2006-04-22,M,Andrade,MS,5,2025-11-28,Bronze
619,Elisa,Casa Grande,dom73@example.com,+55 18 2982-8645,2002-09-17,M,Silva,RJ,4,2025-06-17,Prata
620,Matheus,Fernandes,evelynribeiro@example.com,+55 81 7059-9438,2003-12-10,M,Monteiro,RN,4,2024-06-10,Platinum
621,Benício,Silveira,isabela79@example.org,86 9652-3094,2008-03-12,M,Souza do Campo,RN,3,2023-10-18,Bronze
622,Ravi Lucca,Almeida,joao-miguel47@example.net,14 1120-7653,1959-06-30,M,Cassiano de Minas,RO,3,2023-11-06,Bronze
623,Ana Laura,Costa,cmachado@example.com,13 3416-2108,1970-05-21,F,Santos,AP,3,2024-01-29,Platinum
624,Natália,Pacheco,cardosoluiz-otavio@example.org,+55 74 0711-1322,1990-12-26,F,Santos,SC,2,2024-02-24,Platinum
625,Miguel,Siqueira,sousaisis@example.com,+55 46 5498-9005,1985-01-15,F,Pinto,SE,2,2024-07-03,Bronze
626,Benicio,Santos,tgoncalves@example.net,+55 32 1757-0785,1979-09-17,F,Novais,RO,2,2026-08-09,Platinum
627,Anthony,Lopes,cunhathiago@example.org,88 0594-2554,1994-04-23,F,Brito da Serra,TO,2,2025-02-12,Bronze
628,Enrico,da Mota,lais92@example.org,95 4535-2254,1964-01-24,F,Freitas,MG,3,2026-01-25,Prata
